id;clusters_0;clusters_1
pub.1027924113;71;9
pub.1027936260;9;8
pub.1027941152;23;19
pub.1027953247;13;4
pub.1027953378;68;47
pub.1027989476;9;8
pub.1027994708;5;4
pub.1028037996;5;4
pub.1028047369;30;23
pub.1028066452;50;18
pub.1028071560;21;17
pub.1028091370;67;46
pub.1028093157;4;3
pub.1028095036;22;18
pub.1028095736;9;8
pub.1028096065;13;4
pub.1028097641;9;8
pub.1028106207;9;8
pub.1028108018;0;0
pub.1028134477;30;23
pub.1028142582;22;18
pub.1028157189;13;4
pub.1028184060;4;3
pub.1028193806;13;4
pub.1028405492;22;18
pub.1028421812;1;0
pub.1028436793;65;23
pub.1028440368;21;17
pub.1028462393;50;18
pub.1028489945;23;19
pub.1028500291;26;4
pub.1028511544;9;8
pub.1028526384;1;0
pub.1028583606;1;0
pub.1028599250;6;5
pub.1028629198;13;4
pub.1028632065;9;8
pub.1028636005;31;24
pub.1028644328;35;13
pub.1028651148;9;8
pub.1028663328;62;32
pub.1028673207;68;47
pub.1028681215;13;4
pub.1028694450;0;0
pub.1028703089;9;8
pub.1028710518;94;63
pub.1028711034;6;5
pub.1028721022;9;8
pub.1028787237;13;4
pub.1028808581;57;38
pub.1028818227;41;4
pub.1028821566;73;49
pub.1028840073;5;4
pub.1028848308;40;31
pub.1028852435;80;55
pub.1028860827;0;0
pub.1028863155;13;4
pub.1028866419;29;4
pub.1028872579;403;25
pub.1028873172;62;32
pub.1028900099;26;4
pub.1028913597;4;3
pub.1028937507;5;4
pub.1028937702;5;4
pub.1028938243;5;4
pub.1028980035;50;18
pub.1028994624;9;8
pub.1029002631;26;4
pub.1029005037;21;17
pub.1029012426;193;96
pub.1029025995;23;19
pub.1029029226;5;4
pub.1029056609;94;63
pub.1029061281;6;5
pub.1029070217;9;8
pub.1029070594;5;4
pub.1029075955;29;4
pub.1029090724;9;8
pub.1029122070;33;25
pub.1029144046;108;38
pub.1029144488;108;38
pub.1029170736;45;23
pub.1029184669;5;4
pub.1029202435;30;23
pub.1029205459;9;8
pub.1029209275;16;13
pub.1029222406;57;38
pub.1028407453;9;8
pub.1028412953;21;17
pub.1028417576;146;2
pub.1028426458;5;4
pub.1028433347;13;4
pub.1028469524;21;17
pub.1028482725;12;10
pub.1028519438;103;8
pub.1028644286;5;4
pub.1028682747;5;4
pub.1028687394;29;4
pub.1028689433;9;8
pub.1028710190;95;64
pub.1028719255;5;4
pub.1028720898;131;67
pub.1028758312;5;4
pub.1028769371;9;8
pub.1028802049;24;18
pub.1028806766;41;4
pub.1028864270;22;18
pub.1028867988;9;8
pub.1028870392;20;3
pub.1028902367;21;17
pub.1028911321;9;8
pub.1028938633;9;8
pub.1028939717;407;266
pub.1028947394;30;23
pub.1028953290;3;2
pub.1028958720;6;5
pub.1028959850;67;46
pub.1028962624;22;18
pub.1028975093;5;4
pub.1028993854;9;8
pub.1029000888;0;0
pub.1029002080;9;8
pub.1029015651;22;18
pub.1029042226;5;4
pub.1029054571;16;13
pub.1029061548;23;19
pub.1029064462;9;8
pub.1029073931;27;21
pub.1029075010;4;3
pub.1029105169;54;38
pub.1029145671;22;18
pub.1029195908;22;18
pub.1029212830;22;18
pub.1029229956;5;4
pub.1029239191;26;4
pub.1029259459;9;8
pub.1029261052;9;8
pub.1029283953;9;8
pub.1029308360;9;8
pub.1029321340;5;4
pub.1029339346;13;4
pub.1029340005;10;5
pub.1029346910;9;8
pub.1029407256;9;8
pub.1029427064;22;18
pub.1029451432;13;4
pub.1029452287;9;8
pub.1029453653;29;4
pub.1029472990;22;18
pub.1029481484;5;4
pub.1029499339;411;269
pub.1029525307;22;18
pub.1029552689;22;18
pub.1028622790;4;3
pub.1028638465;26;4
pub.1028642181;57;38
pub.1028649191;94;63
pub.1028671806;57;38
pub.1028694731;13;4
pub.1028709753;9;8
pub.1028709998;26;4
pub.1028796719;9;8
pub.1028799343;93;3
pub.1028812124;3;2
pub.1028816545;146;2
pub.1028817212;41;4
pub.1028830353;9;8
pub.1028836003;9;8
pub.1028848063;21;17
pub.1028855322;6;5
pub.1028868566;98;10
pub.1028878432;5;4
pub.1028894724;0;0
pub.1028902224;22;18
pub.1028906204;96;53
pub.1028917028;9;8
pub.1028926797;70;1
pub.1028938197;9;8
pub.1028949900;13;4
pub.1028974592;16;13
pub.1028986800;22;18
pub.1028997633;9;8
pub.1029029239;5;4
pub.1029038715;3;2
pub.1029044821;30;23
pub.1029054365;5;4
pub.1029055991;26;4
pub.1029066004;30;23
pub.1029077409;6;5
pub.1029078662;50;18
pub.1029085134;94;63
pub.1029116380;24;18
pub.1029123289;9;8
pub.1029135839;4;3
pub.1029137512;21;17
pub.1029158283;103;8
pub.1029159984;25;20
pub.1029233028;30;23
pub.1029238656;5;4
pub.1029246865;9;8
pub.1029247762;65;23
pub.1029276547;417;274
pub.1029284179;9;8
pub.1029293191;27;21
pub.1029303519;9;8
pub.1029310387;9;8
pub.1029320875;16;13
pub.1029325885;26;4
pub.1029327292;119;57
pub.1029341130;22;18
pub.1029347713;9;8
pub.1029352273;50;18
pub.1029353199;5;4
pub.1029353539;13;4
pub.1029355745;41;4
pub.1029363213;103;8
pub.1029370629;24;18
pub.1029379284;30;23
pub.1029379818;146;2
pub.1029394422;5;4
pub.1029399932;77;2
pub.1029409731;5;4
pub.1029441693;29;4
pub.1028626848;18;15
pub.1028634965;40;31
pub.1028638291;26;4
pub.1028642982;9;8
pub.1028651200;93;3
pub.1028709800;5;4
pub.1028731779;46;33
pub.1028741190;9;8
pub.1028771987;57;38
pub.1028793299;22;18
pub.1028793779;93;3
pub.1028795368;35;13
pub.1028819986;94;63
pub.1028830098;12;10
pub.1028832369;5;4
pub.1028835000;9;8
pub.1028842980;21;17
pub.1028852342;5;4
pub.1028895736;111;64
pub.1028908832;58;41
pub.1028910700;17;14
pub.1028917774;22;18
pub.1028933312;94;63
pub.1028937863;6;5
pub.1028942408;23;19
pub.1028943276;9;8
pub.1028943849;20;3
pub.1028950101;13;4
pub.1028961240;30;23
pub.1028964738;21;17
pub.1028968377;41;4
pub.1028974313;6;5
pub.1028988782;13;4
pub.1028991480;4;3
pub.1029004278;45;23
pub.1029033563;3;2
pub.1029035314;15;12
pub.1029041423;5;4
pub.1029052131;41;4
pub.1029060062;9;8
pub.1029065271;54;38
pub.1029066749;13;4
pub.1029074569;33;25
pub.1029083924;58;41
pub.1029084676;47;21
pub.1029095602;9;8
pub.1029120497;103;8
pub.1029133918;63;30
pub.1029181261;13;4
pub.1029220295;42;32
pub.1029225947;29;4
pub.1029227676;103;8
pub.1029238303;9;8
pub.1029239497;22;18
pub.1029246295;5;4
pub.1029292105;21;17
pub.1029296412;5;4
pub.1029306779;45;23
pub.1029312475;6;5
pub.1029317236;26;4
pub.1029331458;0;0
pub.1029338818;9;8
pub.1029349303;140;89
pub.1029360276;21;17
pub.1029362041;1;0
pub.1028824807;6;5
pub.1028836604;65;23
pub.1028845899;93;3
pub.1028852525;20;3
pub.1028855410;9;8
pub.1028857123;57;38
pub.1028857416;20;3
pub.1028858299;50;18
pub.1028859294;37;28
pub.1028861736;11;9
pub.1028894029;29;4
pub.1028913109;30;23
pub.1028915515;26;4
pub.1028942933;9;8
pub.1028973207;48;34
pub.1028993345;3;2
pub.1028802043;65;23
pub.1028807827;20;3
pub.1028846035;10;5
pub.1028863077;45;23
pub.1028874359;33;25
pub.1028892398;5;4
pub.1028917888;9;8
pub.1028920131;29;4
pub.1028946388;50;18
pub.1028948360;9;8
pub.1028963872;13;4
pub.1028964040;95;64
pub.1028971948;13;4
pub.1029004841;0;0
pub.1029027771;65;23
pub.1029044503;54;38
pub.1029064190;48;34
pub.1029080780;9;8
pub.1029087872;7;6
pub.1028994751;68;47
pub.1028997494;6;5
pub.1029036519;37;28
pub.1029042303;5;4
pub.1029045332;59;42
pub.1029050384;9;8
pub.1029080068;5;4
pub.1029093189;9;8
pub.1029141740;9;8
pub.1029156831;0;0
pub.1029164048;30;23
pub.1029167176;0;0
pub.1029168153;9;8
pub.1029174459;12;10
pub.1029186431;57;38
pub.1029195417;80;55
pub.1029232156;30;23
pub.1029092042;5;4
pub.1029116215;35;13
pub.1029122655;9;8
pub.1029124111;46;33
pub.1029129912;9;8
pub.1029139521;4;3
pub.1029144213;31;24
pub.1029149739;5;4
pub.1029192416;9;8
pub.1029198168;9;8
pub.1029203978;9;8
pub.1029207219;21;17
pub.1029214320;9;8
pub.1029217681;26;4
pub.1029221881;20;3
pub.1029233966;93;3
pub.1029235580;9;8
pub.1029237170;45;23
pub.1029253023;41;4
pub.1029258308;9;8
pub.1029274534;5;4
pub.1029314732;22;18
pub.1029320538;6;5
pub.1029323678;76;52
pub.1029325057;29;4
pub.1029332216;26;4
pub.1029348120;9;8
pub.1029407487;21;17
pub.1029436279;30;23
pub.1029462345;9;8
pub.1029482364;1;0
pub.1029226448;103;8
pub.1029228401;3;2
pub.1029230653;23;19
pub.1029231815;9;8
pub.1029241819;65;23
pub.1029254225;9;8
pub.1029274726;113;72
pub.1029308178;13;4
pub.1029315940;57;38
pub.1029319049;4;3
pub.1029328620;6;5
pub.1029350172;5;4
pub.1029352767;165;75
pub.1029355564;174;113
pub.1029356417;0;0
pub.1029386614;68;47
pub.1029402021;5;4
pub.1029407938;0;0
pub.1029509066;3;2
pub.1029525385;23;19
pub.1029528022;94;63
pub.1029553028;9;8
pub.1029584400;41;4
pub.1029598554;26;4
pub.1029604247;70;1
pub.1029619198;6;5
pub.1029631354;10;5
pub.1029639391;0;0
pub.1029646919;42;32
pub.1029647105;23;19
pub.1029650558;68;47
pub.1029659857;22;18
pub.1029661708;34;26
pub.1029672436;23;19
pub.1029677582;28;22
pub.1029697774;24;18
pub.1029708374;9;8
pub.1029750411;21;17
pub.1029752239;28;22
pub.1029774628;30;23
pub.1029777525;108;38
pub.1029412247;21;17
pub.1029422845;9;8
pub.1029429657;4;3
pub.1029431813;6;5
pub.1029454988;5;4
pub.1029473955;24;18
pub.1029486337;1;0
pub.1029490489;30;23
pub.1029494286;9;8
pub.1029495458;13;4
pub.1029499007;0;0
pub.1029537669;9;8
pub.1029544421;103;8
pub.1029561170;93;3
pub.1029582065;29;4
pub.1029584543;50;18
pub.1029597560;15;12
pub.1029599442;62;32
pub.1029612049;5;4
pub.1029630530;0;0
pub.1028772329;40;31
pub.1028793758;6;5
pub.1028808913;27;21
pub.1028841625;9;8
pub.1028855567;22;18
pub.1028864765;3;2
pub.1028865919;21;17
pub.1028897381;30;23
pub.1028897910;45;23
pub.1028901074;9;8
pub.1028911648;12;10
pub.1028915556;10;5
pub.1028944792;5;4
pub.1028963876;76;52
pub.1028990110;62;32
pub.1028996446;33;25
pub.1029005614;30;23
pub.1029052519;5;4
pub.1029057258;52;36
pub.1029064965;4;3
pub.1029067471;54;38
pub.1029092587;9;8
pub.1029112778;68;47
pub.1029123098;22;18
pub.1029134295;5;4
pub.1029146950;9;8
pub.1029147552;20;3
pub.1029196138;9;8
pub.1029222950;22;18
pub.1029234726;9;8
pub.1029238139;9;8
pub.1029252603;9;8
pub.1029261567;50;18
pub.1029280968;10;5
pub.1029295673;13;4
pub.1029302550;41;4
pub.1029313492;4;3
pub.1029338355;9;8
pub.1029340898;3;2
pub.1029341272;4;3
pub.1029376286;20;3
pub.1029414197;0;0
pub.1029419852;4;3
pub.1029450545;30;23
pub.1029451781;9;8
pub.1029460857;9;8
pub.1029488880;9;8
pub.1029495236;5;4
pub.1029504148;36;27
pub.1029507340;6;5
pub.1029511341;9;8
pub.1029518087;23;19
pub.1029525676;4;3
pub.1029566546;28;22
pub.1029584695;9;8
pub.1029589877;1;0
pub.1029639875;29;4
pub.1029651236;9;8
pub.1029661915;9;8
pub.1029689994;6;5
pub.1029700429;134;84
pub.1029710400;57;38
pub.1029726880;26;4
pub.1029737248;9;8
pub.1029741205;21;17
pub.1028199720;57;38
pub.1028205002;23;19
pub.1028264235;29;4
pub.1028275192;62;32
pub.1028276264;94;63
pub.1028285423;58;41
pub.1028293995;9;8
pub.1028300483;9;8
pub.1028313819;9;8
pub.1028317104;9;8
pub.1028317282;9;8
pub.1028333730;101;67
pub.1028337275;59;42
pub.1028344196;20;3
pub.1028351902;59;42
pub.1028385524;21;17
pub.1028421593;42;32
pub.1028444901;68;47
pub.1028469720;10;5
pub.1028481453;22;18
pub.1028482403;3;2
pub.1028483494;5;4
pub.1028496927;22;18
pub.1028507254;101;67
pub.1028509726;13;4
pub.1028524251;9;8
pub.1028525679;30;23
pub.1028530807;22;18
pub.1028533600;9;8
pub.1028538550;65;23
pub.1028550542;130;2
pub.1028559654;62;32
pub.1028590287;21;17
pub.1028652609;35;13
pub.1028670155;13;4
pub.1028671941;20;3
pub.1028691804;9;8
pub.1028695247;41;4
pub.1028699579;15;12
pub.1028718828;0;0
pub.1028747199;93;3
pub.1028748911;13;4
pub.1028749545;11;9
pub.1028759654;9;8
pub.1028765627;24;18
pub.1028778098;45;23
pub.1028780345;15;12
pub.1028815209;6;5
pub.1028827221;62;32
pub.1028854824;30;23
pub.1028878757;22;18
pub.1028899227;29;4
pub.1028938217;108;38
pub.1028952517;13;4
pub.1028953869;30;23
pub.1028970748;101;67
pub.1028973314;50;18
pub.1028980147;146;2
pub.1028981210;13;4
pub.1029001575;46;33
pub.1029023749;13;4
pub.1029028787;2;1
pub.1029070295;13;4
pub.1029089655;3;2
pub.1029107859;94;63
pub.1029164937;33;25
pub.1029183570;68;47
pub.1029193829;26;4
pub.1029197369;5;4
pub.1029204228;24;18
pub.1029205848;126;36
pub.1029224502;26;4
pub.1029252524;20;3
pub.1029273059;4;3
pub.1029284685;13;4
pub.1029296639;68;47
pub.1029297089;0;0
pub.1029297351;9;8
pub.1029308358;30;23
pub.1029333458;5;4
pub.1029356228;23;19
pub.1029387316;5;4
pub.1029024418;5;4
pub.1029025923;65;23
pub.1029038623;13;4
pub.1029056988;29;4
pub.1029073830;9;8
pub.1029105349;26;4
pub.1029109958;31;24
pub.1029119977;21;17
pub.1029125426;21;17
pub.1029154587;57;38
pub.1029176815;108;38
pub.1029184047;49;2
pub.1029184508;12;10
pub.1029188964;9;8
pub.1029189192;3;2
pub.1029190900;6;5
pub.1029218798;9;8
pub.1029235810;102;68
pub.1029252435;58;41
pub.1029255041;5;4
pub.1029272011;9;8
pub.1029287900;41;4
pub.1029300597;21;17
pub.1029302078;5;4
pub.1029312286;23;19
pub.1029324905;5;4
pub.1029334353;448;19
pub.1029359829;23;19
pub.1029386387;9;8
pub.1029409614;9;8
pub.1029410854;23;19
pub.1029438515;23;19
pub.1029444082;9;8
pub.1029449727;5;4
pub.1029460243;12;10
pub.1029465063;13;4
pub.1029473681;41;4
pub.1029474311;45;23
pub.1029474867;20;3
pub.1029477182;70;1
pub.1029494845;20;3
pub.1029499947;449;17
pub.1029511298;0;0
pub.1029517252;94;63
pub.1029519443;21;17
pub.1029533681;35;13
pub.1029540033;3;2
pub.1029547923;0;0
pub.1029584696;22;18
pub.1029590791;21;17
pub.1029593236;62;32
pub.1029602346;27;21
pub.1029602549;10;5
pub.1029612757;30;23
pub.1029622792;21;17
pub.1029634609;140;89
pub.1029649913;9;8
pub.1029683852;22;18
pub.1029700399;22;18
pub.1029704658;30;23
pub.1029718320;6;5
pub.1029721090;45;23
pub.1029722747;22;18
pub.1029728961;8;7
pub.1029741000;9;8
pub.1029742207;9;8
pub.1029743156;9;8
pub.1029772482;9;8
pub.1029040893;26;4
pub.1029041441;46;33
pub.1029046974;108;38
pub.1029064620;30;23
pub.1029082053;22;18
pub.1029083190;5;4
pub.1029083774;9;8
pub.1029091210;45;23
pub.1029110713;23;19
pub.1029125710;68;47
pub.1029134286;36;27
pub.1029176147;3;2
pub.1029184186;5;4
pub.1029185128;30;23
pub.1029187223;6;5
pub.1029192305;131;67
pub.1029200283;23;19
pub.1029220690;6;5
pub.1029231877;22;18
pub.1029248145;68;47
pub.1029260431;9;8
pub.1029284833;9;8
pub.1029295891;68;47
pub.1029359071;9;8
pub.1029371112;50;18
pub.1029382043;30;23
pub.1029392538;30;23
pub.1029399322;0;0
pub.1029419678;13;4
pub.1029436796;6;5
pub.1029444574;30;23
pub.1029449173;5;4
pub.1029453898;16;13
pub.1029454266;456;300
pub.1029467704;9;8
pub.1029477269;13;4
pub.1029481636;9;8
pub.1029484010;22;18
pub.1029490946;9;8
pub.1029492056;47;21
pub.1029493387;9;8
pub.1029497751;23;19
pub.1029505311;9;8
pub.1029512839;45;23
pub.1029539544;31;24
pub.1029541006;31;24
pub.1029543502;5;4
pub.1029571928;22;18
pub.1029577370;5;4
pub.1029577432;68;47
pub.1029587104;5;4
pub.1029590930;9;8
pub.1029595923;9;8
pub.1029643237;9;8
pub.1029649362;23;19
pub.1029674339;458;302
pub.1029674375;26;4
pub.1029682072;21;17
pub.1029696126;5;4
pub.1029739433;22;18
pub.1029739944;60;43
pub.1029741585;31;24
pub.1029744328;46;33
pub.1029786311;21;17
pub.1029800965;40;31
pub.1029824416;108;38
pub.1029301043;93;3
pub.1029306841;5;4
pub.1029309775;90;56
pub.1029312760;9;8
pub.1029330329;23;19
pub.1029331603;9;8
pub.1029365211;13;4
pub.1029376574;108;38
pub.1029382822;21;17
pub.1029389820;9;8
pub.1029434787;5;4
pub.1029448592;9;8
pub.1029450649;461;303
pub.1029460285;12;10
pub.1029464425;23;19
pub.1029486396;13;4
pub.1029502738;4;3
pub.1029512754;465;18
pub.1029517309;13;4
pub.1029528526;6;5
pub.1029550225;41;4
pub.1029553219;15;12
pub.1029554538;117;61
pub.1029562091;31;24
pub.1029570120;9;8
pub.1029574319;22;18
pub.1029606282;95;64
pub.1029616980;98;10
pub.1029620651;27;21
pub.1029629515;108;38
pub.1029648876;46;33
pub.1029654216;26;4
pub.1029712919;30;23
pub.1029722119;12;10
pub.1029732102;45;23
pub.1029747902;9;8
pub.1029752295;0;0
pub.1029791449;21;17
pub.1029812542;103;8
pub.1029828616;13;4
pub.1029833285;31;24
pub.1029839862;21;17
pub.1029870621;6;5
pub.1029875802;9;8
pub.1029875890;30;23
pub.1029883041;13;4
pub.1029923801;30;23
pub.1029928152;9;8
pub.1029968147;26;4
pub.1029982195;21;17
pub.1030021361;21;17
pub.1030036988;30;23
pub.1030044899;46;33
pub.1030048666;20;3
pub.1030059125;57;38
pub.1030063676;29;4
pub.1030069272;50;18
pub.1030085162;9;8
pub.1030092926;9;8
pub.1030100029;5;4
pub.1030124327;5;4
pub.1030125623;68;47
pub.1030145174;0;0
pub.1030154097;86;59
pub.1030165668;91;62
pub.1030188989;21;17
pub.1030207775;31;24
pub.1030214487;37;28
pub.1030216613;5;4
pub.1029392207;22;18
pub.1029406299;9;8
pub.1029409122;9;8
pub.1029410750;26;4
pub.1029419229;5;4
pub.1029438496;0;0
pub.1029439188;18;15
pub.1029453732;470;309
pub.1029459438;9;8
pub.1029470862;13;4
pub.1029475989;68;47
pub.1029503344;90;56
pub.1029518044;90;56
pub.1029543312;6;5
pub.1029547518;9;8
pub.1029556159;9;8
pub.1029560381;23;19
pub.1029570960;13;4
pub.1029575251;16;13
pub.1029577559;9;8
pub.1029593788;9;8
pub.1029601748;65;23
pub.1029606649;11;9
pub.1029608105;3;2
pub.1029619520;5;4
pub.1029650973;23;19
pub.1029653653;4;3
pub.1029655021;5;4
pub.1029662832;474;312
pub.1029662977;20;3
pub.1029690665;3;2
pub.1029696858;22;18
pub.1029730786;71;9
pub.1029733460;5;4
pub.1029734872;20;3
pub.1029740326;45;23
pub.1029745591;45;23
pub.1029764433;4;3
pub.1029776683;3;2
pub.1029783933;9;8
pub.1029810229;0;0
pub.1029823275;58;41
pub.1029828313;59;42
pub.1029838494;13;4
pub.1029840600;22;18
pub.1029874472;0;0
pub.1029881175;98;10
pub.1029886363;6;5
pub.1029898540;62;32
pub.1029911728;65;23
pub.1029916013;3;2
pub.1029917734;9;8
pub.1029935437;9;8
pub.1029942203;1;0
pub.1029953545;5;4
pub.1029959862;9;8
pub.1029970311;33;25
pub.1029978079;5;4
pub.1029993861;68;47
pub.1030008275;26;4
pub.1030037236;21;17
pub.1030038648;9;8
pub.1030070859;5;4
pub.1030088196;45;23
pub.1030091756;62;32
pub.1030099319;42;32
pub.1030099881;28;22
pub.1030102517;108;38
pub.1030136126;5;4
pub.1030136582;26;4
pub.1029236791;9;8
pub.1029246218;20;3
pub.1029273420;49;2
pub.1029277798;13;4
pub.1029311890;9;8
pub.1029331399;22;18
pub.1029332332;24;18
pub.1029339670;9;8
pub.1029349334;5;4
pub.1029447781;4;3
pub.1029460690;26;4
pub.1029471575;57;38
pub.1029485796;22;18
pub.1029500369;13;4
pub.1029511067;5;4
pub.1029520365;108;38
pub.1029549284;23;19
pub.1029569135;6;5
pub.1029582419;0;0
pub.1029614662;22;18
pub.1029630590;5;4
pub.1029645389;15;12
pub.1029649236;57;38
pub.1029659899;57;38
pub.1029661884;9;8
pub.1029675221;30;23
pub.1029722798;94;63
pub.1029733205;9;8
pub.1029752112;16;13
pub.1029760640;81;15
pub.1029763427;70;1
pub.1029779085;27;21
pub.1029785200;62;32
pub.1029804195;21;17
pub.1029804307;41;4
pub.1029811556;131;67
pub.1029819096;9;8
pub.1029826659;4;3
pub.1029830901;0;0
pub.1029868124;20;3
pub.1029879267;108;38
pub.1029884085;20;3
pub.1029885878;50;18
pub.1029924159;42;32
pub.1029937282;91;62
pub.1029945420;8;7
pub.1029966574;9;8
pub.1029972263;20;3
pub.1029974643;12;10
pub.1029975345;26;4
pub.1029976743;9;8
pub.1029978537;77;2
pub.1029979700;68;47
pub.1030016898;22;18
pub.1030017540;9;8
pub.1030036644;45;23
pub.1030067021;3;2
pub.1030074646;62;32
pub.1030129134;28;22
pub.1030131711;9;8
pub.1030145269;0;0
pub.1030165936;90;56
pub.1030191719;5;4
pub.1030202019;20;3
pub.1030216894;4;3
pub.1030218518;22;18
pub.1030234510;68;47
pub.1030249919;33;25
pub.1030284225;67;46
pub.1030289952;126;36
pub.1030298841;45;23
pub.1030329934;24;18
pub.1030341903;13;4
pub.1030365709;30;23
pub.1029475919;50;18
pub.1029487866;9;8
pub.1029492113;23;19
pub.1029513189;16;13
pub.1029521748;9;8
pub.1029562719;22;18
pub.1029572026;6;5
pub.1029573151;9;8
pub.1029592912;9;8
pub.1029606135;36;27
pub.1029617425;23;19
pub.1029624574;31;24
pub.1029632782;5;4
pub.1029651489;5;4
pub.1029655882;9;8
pub.1029664114;22;18
pub.1029679879;21;17
pub.1029681226;9;8
pub.1029688094;90;56
pub.1029733207;3;2
pub.1029745194;4;3
pub.1029769133;4;3
pub.1029775370;10;5
pub.1029804287;4;3
pub.1029835900;47;21
pub.1029841149;96;53
pub.1029851014;10;5
pub.1029869404;5;4
pub.1029880966;84;57
pub.1029889098;220;140
pub.1029890245;4;3
pub.1029897061;13;4
pub.1029903988;30;23
pub.1029915824;9;8
pub.1029919431;0;0
pub.1029937271;31;24
pub.1029940213;57;38
pub.1029941743;5;4
pub.1029960123;45;23
pub.1029992690;5;4
pub.1029997790;45;23
pub.1029998190;31;24
pub.1030007075;486;22
pub.1030026404;5;4
pub.1030060677;23;19
pub.1030072645;30;23
pub.1030081393;5;4
pub.1030098074;1;0
pub.1030113695;12;10
pub.1030130372;9;8
pub.1030175394;150;97
pub.1030194550;122;5
pub.1030203711;65;23
pub.1030205232;23;19
pub.1030206266;108;38
pub.1030209317;22;18
pub.1030212346;55;39
pub.1030218607;5;4
pub.1030228283;21;17
pub.1030239574;21;17
pub.1030272231;54;38
pub.1030281792;5;4
pub.1030309352;23;19
pub.1030325869;5;4
pub.1030350453;60;43
pub.1030379150;13;4
pub.1030402271;131;67
pub.1030405301;55;39
pub.1030410988;9;8
pub.1030415024;46;33
pub.1030416334;82;56
pub.1029168356;45;23
pub.1029168625;90;56
pub.1029208113;9;8
pub.1029236575;45;23
pub.1029244603;46;33
pub.1029245009;3;2
pub.1029261845;6;5
pub.1029293990;1;0
pub.1029310293;36;27
pub.1029338350;22;18
pub.1029357619;29;4
pub.1029361077;490;321
pub.1029361226;90;56
pub.1029363211;30;23
pub.1029376245;59;42
pub.1029379952;0;0
pub.1029380394;22;18
pub.1029390459;20;3
pub.1029403182;9;8
pub.1029405333;20;3
pub.1029421811;22;18
pub.1029497047;15;12
pub.1029517840;55;39
pub.1029526420;71;9
pub.1029541861;23;19
pub.1029548457;9;8
pub.1029564728;5;4
pub.1029570509;9;8
pub.1029577187;9;8
pub.1029604701;5;4
pub.1029605348;0;0
pub.1029610021;31;24
pub.1029623192;22;18
pub.1029624507;68;47
pub.1029639388;9;8
pub.1029639523;54;38
pub.1029660788;50;18
pub.1029692848;50;18
pub.1029696847;56;40
pub.1029697488;65;23
pub.1029697981;13;4
pub.1029711540;21;17
pub.1029725174;23;19
pub.1029746607;494;324
pub.1029750420;9;8
pub.1029773249;28;22
pub.1029778311;42;32
pub.1029779917;74;50
pub.1029784808;31;24
pub.1029807914;108;38
pub.1029823633;9;8
pub.1029841898;5;4
pub.1029843741;41;4
pub.1029847845;62;32
pub.1029856644;9;8
pub.1029873388;26;4
pub.1029892230;22;18
pub.1029915061;93;3
pub.1029925842;28;22
pub.1029931684;9;8
pub.1029940780;36;27
pub.1029955906;7;6
pub.1029978259;21;17
pub.1030007868;495;325
pub.1030032523;6;5
pub.1030037168;9;8
pub.1030042048;23;19
